id,accept_final_offers,accepting_final_offers_end_at,accepting_final_offers_start_at,accepting_final_offers_initial_offer,active_listing_valuation_id,asset,buy_now_price,buy_now_price_multiple,buy_now_price_multiple_source,custom_earnings_by_region_chart,default_buy_now_price,earnings_file,expiration,featured_source,generic_financials,hidden,included_rights,is_eligible_to_withdraw_offers_placed_before_update,is_featured,is_in_feature_queue,is_owner,is_track_list_hidden,kind,marketplace_median,marketplace_median_multiplier,marketplace_median_source,minimum_price,offers_awaiting_acceptance,offers_received_count,other_info,owner_last_active_date,performing_artist_analysis,proxy_increment_amount,published_date,requested_buy_now_price,royx_take,seller_id,state,term,term_expiration,term_return_amount,thumbnail_large,title,track_count,unique_bidder_count,valuation_description,last_websocket_message_published_at,Listing ID
5421,TRUE,,,,720572,24788,18699,8.08,ltm,,15500,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,secondary_listing,"**,***",,,16000,FALSE,16,,2024-05-06T15:25:56.380620Z,,200,2023-11-30T22:46:04.634470Z,,0.08,100727,filled,life_of_rights,,,,Sonic The Hedgehog Theme ft. Wiz khalifa + More,6,6,,2025-01-16T20:26:35.412743Z,5421
5648,TRUE,,,,722247,27275,195000,9.12,ltm,,216300,,2024-09-27T06:00:00Z,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,direct_listing,"***,***",,,90000,FALSE,5,,2024-05-06T14:04:29.866460Z,"<p>&quot;Colors&quot; by Yo Gotti, featuring Gucci Mane and Juelz Santana, was released in 2013 as part of Yo Gotti&#39;s mixtape. The song is a showcase of street bravado and loyalty, with each artist delivering verses that highlight their lifestyles, success, and connections to their respective hometowns.&nbsp;<br />
<br />
<em>TM:103 Hustlerz Ambition</em> is the fourth studio album by Young Jeezy, which was released on December 20, 2011. This platinum-certified album is the third installment in Jeezy&#39;s Thug Motivation series. This catalog showcases several works from <em>TM:103 Hustlerz Ambition</em>, including &quot;Everythang,&quot; &quot;This One&rsquo;s For You (feat. Trick Daddy),&quot; and &quot;Ballin&#39; (feat. Lil Wayne),&quot; among others.</p>",1100,2024-04-30T17:00:14.205247Z,,0.15,138074,filled,life_of_rights,,,https://dh22twu0ekfg6.cloudfront.net/media/orderbook/listings/5648/jeezy_me_tm_103_gold1024x5361024x585_large.jpg,"Yo Gotti, Young Jeezy, Gucci Mane, Lil Wayne + More Publishing Royalties",62,3,5291,2025-01-16T20:26:35.412743Z,5648
5665,TRUE,,,,722559,23947,19500,4.33,ltm,,19000,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,secondary_listing,"**,***",,,5012.1,FALSE,2,"<p style=""line-height:1.38""><span style=""font-size:11pt; font-variant:normal; white-space:pre-wrap""><span style=""font-family:Arial,sans-serif""><span style=""color:#000000""><span style=""font-weight:700""><span style=""font-style:normal""><span style=""text-decoration:none"">Earnings Note:</span></span></span></span></span></span><span style=""font-size:11pt; font-variant:normal; white-space:pre-wrap""><span style=""font-family:Arial,sans-serif""><span style=""color:#000000""><span style=""font-weight:400""><span style=""font-style:normal""><span style=""text-decoration:none""> The spike in 2Q2023 international earnings is the result of a $996 sync placement in an Italian spa. Any future sync placements will be payable to the buyer. </span></span></span></span></span></span><br />
<br />
<span style=""font-size:11pt; font-variant:normal; white-space:pre-wrap""><span style=""font-family:Arial,sans-serif""><span style=""color:#000000""><span style=""font-weight:700""><span style=""font-style:normal""><span style=""text-decoration:none"">Please Note:</span></span></span><span style=""font-weight:400""><span style=""font-style:normal""><span style=""text-decoration:none""> Kobalt began administering royalties for this catalog starting in 4Q2022, transitioning earnings from biannual to quarterly payments.<br />
<br />
<strong>Seller Buyback Option</strong>. As a part of the purchase agreement for this asset, the seller will have the option to buy the royalty stream back from the purchaser for 150% of the sale price at any time during the two-year period after the initial sale.</span></span></span></span></span></span><br />
<br />
<span style=""font-size:10.5pt; font-variant:normal; white-space:pre-wrap""><span style=""font-family:'Helvetica Neue',sans-serif""><span style=""color:#000000""><span style=""font-weight:700""><span style=""font-style:italic""><span style=""text-decoration:none"">This catalog will not be automatically added to the Secondary Market of The Exchange. The winning bidder can contact Royalty Exchange to relist. </span></span></span></span></span></span></p>

<p>&nbsp;</p>",,,300,2024-05-02T21:59:34.230192Z,,0,137829,filled,life_of_rights,,,,Earl’s “Tongue Tied” - Publishing Royalties,14,1,,2025-01-16T20:26:35.412743Z,5665
5663,TRUE,,,,721821,25879,,,,,14100,,2024-10-01T06:00:00Z,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,direct_listing,"**,***",,,7500,FALSE,5,<p><em>This catalog will not be automatically added to the Secondary Market of The Exchange. The winning bidder can contact Royalty Exchange to relist.&nbsp;</em></p>,2024-05-02T17:13:24.251948Z,"<p>NoCap&nbsp;is an American rapper and singer from Mobile, Alabama. He began gaining attention in the hip-hop community around 2017. Known for his melodic flow and deeply introspective lyrics, NoCap has been highlighted as a rising star in the rap scene and&nbsp;continues to be a prolific artist, with a discography that includes several mixtapes and albums. His work is well received for its authenticity and emotional resonance, marking him as a significant voice among the newer generation of hip-hop artists.</p>",100,2024-05-01T17:00:54.972129Z,,0.15,48701,filled,life_of_rights,,,,Songs from NoCap - Sound Recording Royalties,23,2,5310,2025-01-16T20:26:35.412743Z,5663
4213,TRUE,,,,720771,5992,30000,9.48,ltm,,,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,direct_listing,,,,8000,FALSE,76,"<p>The&nbsp;<em>Abby&#39;s Flying Fairy School </em>segments were included in Sesame Street Seasons 40 through 43, which aired originally between 2009 and 2013. These episodes can currently be streamed via HBO Max and PBS Kids.</p>",2024-04-27T22:53:26.092039Z,,200,2021-09-27T19:37:26.760236Z,,0.15,76466,filled,30_year,2054-04-30T19:52:01.865233Z,,,"Songwriter Royalties - Sesame Street's ""Abby's Flying Fairy School""",65,17,,2025-01-16T20:26:35.412743Z,4213
5638,TRUE,,,,720989,27253,45000,4.59,ltm,,,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,direct_listing,,,,20000,FALSE,18,,2024-04-29T21:57:36.027106Z,"<p>&quot;Do It Like This&quot;, released in 2018, by Daphne Willis is one of the hidden gems in the realm of pop music.&nbsp;Willis, a Nashville-based songwriter, is well-known for her refreshing, upbeat tunes, whose exceptional craftsmanship is showcased in &quot;Do It Like This,&quot; a track that effectively blends pop, rock, and a dash of soul. The track&nbsp;has been featured in over ten major international placements including Samsung, Xfinity, Empire, Spongebob Squarepants: Sponge on the Run, and numerous Netflix productions,&nbsp;among many others.</p>

<p>&quot;Blueberry Pancakes&quot;, released in 2021, by Feelrs, is&nbsp;a notable indie music track&nbsp;capturing&nbsp;a unique blend of emotional&nbsp;lyrics with a minimal&nbsp;musical backdrop. It resonates deeply with listeners, reflected in its significant streaming popularity on platforms like Spotify and Deezer, where it features prominently in various playlists, signaling broad and enduring listener engagement.</p>",500,2024-04-18T17:00:34.265247Z,,0.15,126874,filled,30_year,2054-04-29T22:08:38.244858Z,,,"Daphne Willis, Feelrs + More - Songwriting Royalties",56,6,5276,2025-01-16T20:26:35.412743Z,5638
5641,TRUE,,,,721793,27320,25000,5.12,ltm,,,,2024-05-15T06:00:00Z,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,direct_listing,,,,8000,FALSE,14,,2024-04-28T22:43:12.706166Z,"<p>Luh Tyler, from Tallahassee, Florida, has quickly made his mark&nbsp;gaining significant traction across social media platforms like TikTok and accumulating millions of streams.&nbsp;His debut mixtape, &quot;My Vision,&quot;&nbsp;reached number 2 on the Billboard Top Heatseekers chart, reflecting his commercial success and critical acclaim. Tyler&#39;s performances at major events like Rolling Loud and his influence on upcoming artists highlight his cultural impact and promising future in the music industry.</p>

<p>Since &quot;Law &amp; Order&#39;s&quot;&nbsp;recent debut, the song has accumulated nearly 18 million streams and has been included on nearly 500,000 playlists on Spotify, highlighting its reach and popularity.&nbsp;It also&nbsp;has over 40 million views on YouTube&nbsp;and searches on TikTok for the song have over 900 million views.</p>

<h1><strong>Overview</strong></h1>

<p>The catalog features the song &ldquo;Law and Order&rdquo; by Florida-based&nbsp;rapper, Luh Tyler. Still&nbsp;in its initial stages,&nbsp;payments have averaged&nbsp;$2,085&nbsp;over&nbsp;the past two periods, with the majority of earnings coming from&nbsp;Music Rights Organizations and Mechanical streaming.&nbsp;</p>

<p><a href=""https://auctions.royaltyexchange.com/orderbook/asset-detail/5519"">The songwriter royalties for this song recently sold for over 4x.</a>&nbsp;</p>",300,2024-04-18T17:01:06.130457Z,,0.15,119570,filled,life_of_rights,,,,"Luh Tyler's ""Law and Order"" - Publisher Royalties",1,9,,2025-01-16T20:26:35.412743Z,5641
5656,TRUE,,,,722097,27531,40000,9.04,ltm,,50400,,2024-05-17T06:00:00Z,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,direct_listing,"**,***",,,18500,FALSE,6,,2024-04-27T01:23:21.607433Z,"<p>&quot;Missing You&quot; and &quot;Made For It&quot;&nbsp;&nbsp;by YFN Lucci, featured on his 2015 mixtape &quot;Wish Me Well,&quot;&nbsp; represent the Artist&#39;s distinctive style, combining raw emotional delivery with R&amp;B influences, potentially inspiring similar thematic exploration in the Southern rap scene. &quot;Missing You&quot; maintains a strong connection with listeners who value its authenticity and emotional depth, which is reflected in its steady streaming numbers on platforms like YouTube and Pandora.<br />
<br />
&quot;Real Trapper&quot;, released in 2015, by Bankroll Fresh stands as a testament to the late rapper&#39;s immense talent. Released from his self-titled mixtape, the song paints an authentic picture of his life on the streets before fame. With its heavy bass lines and catchy hooks, it not only highlights Bankroll Fresh&#39;s lyrical skills but also his ability to create high-energy tracks that resonate with listeners.</p>",300,2024-04-26T17:47:37.821283Z,,0.15,118734,filled,life_of_rights,,,,YFN Lucci + More - Songwriting Royalties,10,1,5300,2025-01-16T20:26:35.412743Z,5656
5611,TRUE,,,,721205,26987,150750,23.2,ltm,,,,2024-05-14T06:00:00Z,,,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,direct_listing,,,,64000,FALSE,18,"<p>This is a unique asset with a 142-year earning history of monthly payments for gross sales of Listerine Antiseptic. This royalty income is derived from what has been called one of the most remarkable business transactions in U.S. business history. As the winning bidder, you&rsquo;ll own a royalty interest in the gross global sales of Listerine Antiseptic mouthwash.&nbsp;</p>

<p><strong>What is Being Sold.&nbsp;</strong>A royalty interest in gross sales of Listerine Antiseptic. The royalty interest is derived from an 1881 agreement between the inventor of the Listerine formula and the original distributor of the Listerine product. The royalty agreement calls for a flat rate royalty on worldwide Listerine sales, for as long as Listerine is sold. The agreement has been in effect since 1881, and in 1959 its perpetual nature was upheld in U.S. federal court.</p>

<p><strong>About the Asset.&nbsp;</strong>In 1879, Dr. JJ Lawrence invented Listerine and in 1881, licensed the secret formula to J.W. Lambert and Lambert Pharmaceutical Co., ultimately settling on a royalty based on the number of ounces sold, to be paid to him and his &ldquo;heirs, executors, or assigns&rdquo; for as long as Listerine was sold.</p>

<p>For the next 75 years, the Lawrence family collected these royalties, with the ownership stake splintering between various heirs, some of whom sold portions of their stake to additional owners (such as New York real estate broker John J. Reynolds, who acquired half of the share of these royalties from the Lawrence heirs in 1950).&nbsp;</p>

<p>After Lambert Pharmaceutical merged with Warner-Hudnut in 1955, the newly merged management contested the $1.5 million a year they were paying in royalties in court&hellip; <a href=""https://law.justia.com/cases/federal/district-courts/FSupp/178/655/1642490/""><u>a case they famously lost</u></a> in a decision that remains cited in contract law cases and classes today.&nbsp;</p>

<p>As a result of this decision, the Listerine royalty payments will remain in force for the lifetime of the brand, paid to whoever owns a share. Today, those entities include not only the heirs of the Lawrence family, but also various pension funds, universities, hospitals, and multiple individuals.&nbsp;</p>

<p><strong>Payment Schedule.&nbsp;</strong>U.S.-generated royalties are paid monthly, based on the prior months&rsquo; sales. Royalties from sales in all other countries are paid on a quarterly basis. These sales royalties are calculated on the gross sales of Listerine Antiseptic by Johnson &amp; Johnson.</p>

<p>You&rsquo;ll notice a spike in payments in the first month of every quarter (January, April, July, and October) due to the quarterly foreign royalty payments.<br />
<br />
<strong>Similar Listings.&nbsp;</strong>Recently a similar share of Listerine&nbsp;was sold via <a href=""https://auctions.royaltyexchange.com/orderbook/asset-detail/5538"">Asset ID 5538 for 31 x the Last 12 Months&#39; earnings.</a>&nbsp;<br />
<br />
<em>This catalog will not be automatically added to the Secondary Market of The Exchange. The winning bidder can contact Royalty Exchange to relist.&nbsp;</em></p>",2024-04-26T14:41:08.203836Z,,400,2024-03-28T16:59:49.529116Z,,0.064,102860,filled,life_of_rights,,,https://dh22twu0ekfg6.cloudfront.net/media/orderbook/listings/5611/dalle_20240327_163440_a_blue_mouthwash_bottle_simi_large.webp,Royalties from Listerine,1,8,,2025-01-16T20:26:35.412743Z,5611
5631,TRUE,,,,720059,26472,9500,9.88,ltm,,6600,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,direct_listing,"*,***",,,3000,FALSE,6,,2024-04-25T00:47:07.201282Z,"<p>&quot;Prone&quot;, released in 2018, by Megado&nbsp;is a unique fusion of jazz, R&amp;B, and soul, characteristic of Masego&#39;s signature style. The song masterfully infuses these genres to create a musical piece that is both refreshing and unique.&nbsp;</p>

<p>&quot;Baptize&quot;, released in 2020, by&nbsp;Spillage Village, an American musical collective from Atlanta, GA,&nbsp;known for incorporating genres like neo-soul and elements of southern hip-hop into their music. The song received positive reviews for its mix of uplifting, soulful melodies and contemplative lyrics.</p>",100,2024-04-15T17:00:50.381015Z,,0.15,143336,pending,30_year,2054-04-25T00:47:06.145390Z,,,"Masego, Village Spillage, + More - Performance Royalties",18,2,5266,2025-01-16T20:26:35.412743Z,5631
5647,TRUE,,,,721794,13627,,,,,6200,,2024-09-30T06:00:00Z,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,direct_listing,"*,***",,,1783.44,FALSE,6,,2024-04-22T19:07:32.882818Z,,100,2024-04-19T17:00:57.144198Z,,0.15,68614,filled,life_of_rights,,,,"""Take You Away"" - Publishing Royalties",4,5,5289,2025-01-16T20:26:35.412743Z,5647
5476,TRUE,,,,720662,25553,23000,5.17,ltm,,13900,,,,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,secondary_listing,"**,***",,,5750,FALSE,2,"<p>Previous transaction: <a href=""https://auctions.royaltyexchange.com/auctions/hit-k-pop-rb-and-pop-royalties/"" target=""_blank"">Hit K-Pop, R&amp;B, and Pop Royalties</a> closed on 3/26/2020 at $33,250 (3.48x).</p>",2024-04-20T03:35:53.429058Z,,300,2024-01-08T18:42:56.575256Z,,0.08,35826,filled,partial_10_year,2030-03-26T06:00:00Z,,,"Hit K-Pop, R&B, and Pop Royalties",26,2,,2025-01-16T20:26:35.412743Z,5476
5628,TRUE,,,,720617,26735,9000,5.94,ltm,,11600,,,,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,direct_listing,"*,***",,,4000,FALSE,32,,2024-04-17T21:39:47.787449Z,"<p>&quot;Coming In Hot&quot; is a single by Christian hip-hop artist Andy Mineo featuring Lecrae. The song was released on June 22, 2018, as a part of Mineo&#39;s album <em>II: The Sword</em> which debuted at No. 3 on the Billboard Top Christian Albums chart and No. 6 on the Billboard Rap Album Sales chart. The collaboration between Mineo and Lecrae, both prominent figures in Christian hip-hop, helped bridge the gap between secular and religious music scenes, fostering dialogue and appreciation for the genre.</p>

<p>&quot;You Know the Drill&quot; and &quot;Judo&quot; are both collaborative tracks by Christian hip-hop artists Andy Mineo and Wordsplayed, released on August 4, 2017 as part of their joint mixtape titled <em>Magic &amp; Bird</em>. The songs showcase Mineo and Wordsplayed&#39;s playful and witty lyrical style over bouncy, trap-influenced beats.</p>",100,2024-04-10T17:01:14.493990Z,,0.15,143831,filled,life_of_rights,,,,"Andy Mineo, Wordsplayed + More Publishing Royalties",32,7,,2025-01-16T20:26:35.412743Z,5628
5627,TRUE,,,,720616,26736,14500,6,ltm,,16400,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,direct_listing,"**,***",,,8000,FALSE,36,,2024-04-17T21:39:15.671205Z,"<p>&quot;Coming In Hot&quot; is a single by Christian hip-hop artist Andy Mineo featuring Lecrae. The song was released on June 22, 2018, as a part of Mineo&#39;s album <em>II: The Sword</em> which debuted at No. 3 on the Billboard Top Christian Albums chart and No. 6 on the Billboard Rap Album Sales chart. The collaboration between Mineo and Lecrae, both prominent figures in Christian hip-hop, helped bridge the gap between secular and religious music scenes, fostering dialogue and appreciation for the genre.</p>

<p>&quot;Judo&quot; is a collaborative track by Christian hip-hop artists Andy Mineo and Wordsplayed, released on August 4, 2017 as part of their joint mixtape titled &quot;Magic &amp; Bird.&quot; The song showcases Mineo and Wordsplayed&#39;s playful and witty lyrical style over a bouncy, trap-influenced beat.</p>

<p>&quot;Wah Gwan&quot; by Wordsplayed was released on July 14, 2017 as part of his debut album <em>Clowntown</em>.&nbsp;The song&#39;s title is a Jamaican Patois phrase that translates to &quot;What&#39;s going on?&quot; or &quot;What&#39;s up?&quot; in English, reflecting Wordsplayed&#39;s diverse cultural influences and his exploration of various musical styles.</p>",200,2024-04-10T17:01:00.351702Z,,0.15,143831,filled,life_of_rights,,,,"Andy Mineo, Wordsplayed + More Songwriter Royalties",33,6,5259,2025-01-16T20:26:35.412743Z,5627
5630,TRUE,,,,720619,23420,59000,11.85,ltm,,43600,,,,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,direct_listing,"**,***",,,23000,FALSE,53,,2024-04-16T14:48:23.372162Z,"<p>Thievery Corporation is an American electronic music duo known for their downtempo, eclectic sound that incorporates a variety of influences from dub, reggae, Indian classical, Middle Eastern, and bossa nova.&nbsp;</p>

<p>&quot;Sweet Tides&quot; was released on September 20th, 2008 as part of their fifth studio album <em>Radio Retaliation</em>. The album itself marked a shift towards a more global sound and was well-received for its social and political commentary, though &quot;Sweet Tides&quot; stands out as one of the more melodic, introspective tracks.&nbsp;</p>

<p>&quot;Decollage&quot; is featured on Thievery Corporation&rsquo;s, 2014 album <em>Saudade</em>. This album marks a distinct shift in their musical direction towards a more focused exploration of bossa nova and the broader spectrum of Brazilian music. &quot;Saudade&quot; itself is a Portuguese word that refers to a deep emotional state of nostalgic or profound melancholic longing for an absent something or someone that one loves.</p>

<p>&quot;Un Simple Histoire&quot; appears on their third studio album, <em>The Richest Man in Babylon</em>, released in 2002. The song is a downtempo track with French vocals, embodying the duo&#39;s signature blend of world music influences with electronic beats. Its soothing melody and atmospheric soundscapes are typical of Thievery Corporation&#39;s style, making it a standout track for fans of the chill-out genre.</p>",300,2024-04-11T17:01:39.911125Z,,0.15,136653,filled,life_of_rights,,,https://dh22twu0ekfg6.cloudfront.net/media/orderbook/listings/5630/edited_large.jpg,Thievery Corporation - Songwriter Royalties,19,9,,2025-01-16T20:26:35.412743Z,5630
5632,TRUE,,,,720121,27249,16000,2.72,ltm,,16600,,2024-05-15T06:00:00Z,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,direct_listing,"**,***",,,5000,FALSE,4,,2024-04-15T20:25:56.247109Z,"<p>Drakeo The Ruler, a prominent figure in Los Angeles rap, had made a significant impact&nbsp;with his unique style and &quot;nervous music&quot; genre, blending jittery beats with stark, street-life narratives. Included in this listing are select notable works&nbsp;such as &quot;Its Sum Shit On Me&nbsp;and &quot;Stincs Got You Mad&quot;,&nbsp;which have collectively amassed millions of streams, reflecting his strong fanbase and critical acclaim. His songs leave a lasting legacy in the hip-hop community even after his untimely death in 2021. Drakeo&rsquo;s legacy continues to influence new artists, marking him as a transformative figure in modern hip-hop.</p>",300,2024-04-15T17:00:19.738901Z,,0.15,42120,filled,life_of_rights,,,,Drakeo The Ruler + More - Publishing Royalties,25,3,5268,2025-01-16T20:26:35.412743Z,5632
5264,TRUE,,,,713175,22491,14550,4.98,ltm,,8100,,,,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,secondary_listing,"*,***",,,4725,FALSE,15,,2024-04-11T19:38:49.144837Z,,200,2023-07-19T15:29:40.767176Z,,0.08,35826,filled,partial_10_year,2030-02-07T07:00:00Z,,,Anderson .Paak's Grammy-Winning “Bubblin”,5,6,,2025-01-16T20:26:35.412743Z,5264
5360,TRUE,,,,719643,23887,23000,5.45,ltm,,21200,,2024-05-17T06:00:00Z,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,direct_listing,"**,***",,,10000,FALSE,71,"<p><strong>Earnings Note. </strong>This listing excludes all earnings from France.&nbsp;</p>

<p>&nbsp;</p>",2024-04-11T11:47:55.947112Z,"<p>&quot;Fine Girl&quot;, released in 2018,&nbsp;by&nbsp;British-Congolese Afrobeats artist ZieZie&nbsp;combines infectious rhythms and catchy melodies&nbsp;&amp; lyrics. The song showcases ZieZie&#39;s adeptness at blending African rhythms with contemporary urban music, creating an experience that resonates with a global audience. The song achieved certified platinum by the British Phonographic Industry (BPI) in 2020​.</p>",200,2023-10-09T17:00:42.440079Z,,0.15,111236,filled,life_of_rights,,,,"""Fine Girl"" by ZieZie - Songwriter Royalties",1,19,5171,2025-01-16T20:26:35.412743Z,5360
5339,TRUE,,,,718887,22824,28000,9.34,ltm,,27200,,2024-09-28T06:00:00Z,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,direct_listing,"**,***",,,13000,FALSE,50,"<p><strong>Exchange Rates.</strong> Royalties for this asset are reported by Sony Music Publishing in Euros. To calculate royalty payments in U.S. Dollars (USD), Royalty Exchange applies the average historical exchange rate for the distribution month (via X-rates.com).</p>

<p>Future royalties will be paid to Royalty Exchange in Euros converted to USD upon receipt, and then paid in USD to the winning investor. The receiving bank may increase the exchange rate by up to 2.5% as a transaction fee. Assets paid in foreign currency entail additional risk as foreign exchange rate changes will cause fluctuations in future cash flows.</p>

<p><strong>Matching Right:</strong> This seller&#39;s publisher holds a matching right on any sale of the income generated by this catalog. The publisher will have the opportunity to match the accepted offer. If you are the winning bidder, the publisher must first decline their matching right before you will be able to complete your purchase. For more information on how the matching right works, please email: info@royaltyexchange.com.</p>

<p><strong>Earnings Note.</strong> 2H2019 includes a $1,598 synchronization payment for the track &ldquo;Hustle&rdquo; and $576 and $575 synchronization payments for the track &ldquo;Throw It In The Fire.&rdquo; Any similar payments in the future will be owed to the buyer.</p>

<p><em>This catalog will not be automatically added to the Secondary Market of The Exchange. The winning bidder can contact Royalty Exchange to relist.</em></p>",2024-04-08T16:21:41.833341Z,"<p>&quot;Ship In A Bottle&quot; was released in 2017 as part of the EP <em>Lost at Sea</em>&nbsp;by Steffan Fin Argus, also known as Fin Argus. It is a deeply introspective track that delves into the internal struggles and emotional turmoils one faces. The metaphor of a ship in a bottle is used to illustrate feelings of being trapped or confined within one&#39;s own mind. In addition to their musical career, Steffan Fin Argus has garnered attention for their acting, notably playing Zach Sobiech in the Disney+ musical drama <em>Clouds</em>.</p>

<p>TYSM, short for &quot;Thank You So Much,&quot; hails from Texas and has distinguished herself in the music world with her ethereal electropop sounds. Her debut single, &quot;Honeymoon Phase,&quot; is a collaborative effort featuring producer Felix Snow. Released on January 31, 2017, this vibrant electro-pop anthem explores the initial bliss of a relationship, perfectly encapsulating the feeling of new love through its spirited melodies and lyrics.</p>

<p>Blackbear is a multifaceted American artist, recognized for his contributions as a musician, singer, songwriter, and record producer. &quot;Verbatim&quot; was released on November 27th, 2015 as part of the album <em>Help</em>. It is a raw and heartfelt track which veers into the realm of melancholic pop. Its emotive lyrics and blackbear&#39;s soulful voice make it an unforgettable song in his discography.&nbsp;</p>",200,2024-04-05T17:00:40.459757Z,,0.1,130313,filled,life_of_rights,,,https://dh22twu0ekfg6.cloudfront.net/media/orderbook/listings/5339/maxresdefault_1_large.jpg,"Fin Argus, TYSM, Blackbear + More Pop Publishing Royalties",97,5,5251,2025-01-16T20:26:35.412743Z,5339
5599,TRUE,,,,718310,26888,165000,11.72,ltm,,143700,,2024-05-17T06:00:00Z,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,direct_listing,"***,***",,,60000,FALSE,9,,2024-04-06T18:07:22.369194Z,"<p>&quot;Sh-Boom,&quot; also known as &quot;Life Could Be a Dream,&quot; is a classic doo-wop song that was originally recorded by The Chords in 1954. This track is significant not only for its catchy melody and harmonies but also for its place in the history of rock and roll and its contribution to the development of the doo-wop genre. It reached number 2 on the Billboard R&amp;B charts and made a significant impact on the pop charts, peaking at number 5 on the Billboard Top 100. This crossover success was a landmark achievement at the time, demonstrating the potential for R&amp;B groups to achieve mainstream popularity.&nbsp;</p>

<p>The Crew Cuts, a Canadian quartet, also made a name for themselves with their cover of &quot;Sh-Boom&quot;. Their version, while maintaining the song&#39;s original charm, added a pop sensibility that made it a commercial success, hitting number one on the Billboard pop chart. Most recently, The Overtones, a UK-based doo-wop band, included &quot;Sh-Boom&quot; in their repertoire, introducing the song to a new generation of listeners.</p>

<p>Over the years, &quot;Sh-Boom&quot; has appeared in numerous films, TV shows, and commercials, showcasing its lasting appeal and its place in American pop culture. Notably, it was featured in the 2022 psychological thriller <em>Don&#39;t Worry Darling</em> and the 2006 animated hit, <em>Cars</em>. Its upbeat tempo and optimistic lyrics (&quot;Life could be a dream&quot;) have made it a timeless classic that continues to evoke nostalgia and joy among listeners of all ages.</p>",800,2024-03-21T17:00:33.658131Z,,0.1,143348,filled,life_of_rights,,,https://dh22twu0ekfg6.cloudfront.net/media/orderbook/listings/5599/bnsp364_playli_p_20170322183322_large.jpg,"""Sh-Boom (Life Could Be A Dream)"" - Songwriter Royalties",109,6,5218,2025-01-16T20:26:35.412743Z,5599
